prit,35
prennent,35
prendre,35
prend,35
lignes,35
ligne,35
tête,32
point,29
fit,29
faisait,29
faire,29
forme,27
fond,27
charge,27
libre,25
jeu,24
feu,24
sortir,23
sorti,23
pointe,23
couronne,23
tient,22
plateau,22
passer,22
passage,22
ouverture,22
fort,22
reprend,21
entrée,21
taille,20
service,20
ordres,20
ordre,20
table,19
pièces,19
pièce,19
passe,19
mettre,19
mettant,19
met,19
laisser,19
étoiles,19
étoile,19
david,19
coupe,19
cadre,19
blancs,19
blanc,19
base,19
tours,18
tour,18
suivre,18
suit,18
sortie,18
réseaux,18
réseau,18
reprises,18
reprise,18
perd,18
mouvements,18
mouvement,18
masse,18
marqué,18
françois,18
donner,18
donnant,18
coups,18
coup,18
réserve,17
pied,17
monde,17
long,17
corps,17
circuit,17
chute,17
vivre,16
vie,16
unités,16
unité,16
temps,16
tableau,16
revient,16
revenir,16
placé,16
marque,16
marche,16
lancer,16
fil,16
expression,16
centres,16
centre,16
voit,15
voir,15
voie,15
trouver,15
trouvent,15
trouvé,15
trouve,15
trouvait,15
travail,15
terres,15
terre,15
structures,15
structure,15
puissance,15
présenter,15
présentent,15
présenté,15
présentant,15
places,15
place,15
modèles,15
modèle,15
mère,15
liaison,15
gros,15
galerie,15
formule,15
force,15
figure,15
développement,15
contact,15
champ,15
ceinture,15
valeur,14
types,14
type,14
système,14
sujets,14
sujet,14
piste,14
partir,14
liberté,14
hommes,14
homme,14
épreuves,14
épreuve,14
échelle,14
classique,14
actif,14
voix,13
vieux,13
vient,13
vienne,13
venir,13
simple,13
retour,13
rendre,13
rend,13
position,13
mur,13
mène,13
main,13
lumière,13
heure,13
grands,13
grandes,13
grande,13
grand,13
formation,13
faible,13
exposition,13
esprit,13
espace,13
entrer,13
division,13
distribution,13
développer,13
développe,13
course,13
comptait,13
chaîne,13
bras,13
bassin,13
travailler,12
travaillé,12
travaille,12
traitement,12
titres,12
titre,12
terme,12
style,12
servir,12
servi,12
sert,12
séries,12
série,12
représente,12
rapport,12
prise,12
presse,12
premiers,12
premières,12
poste,12
portée,12
porte,12
poids,12
partie,12
objets,12
objet,12
note,12
naturelle,12
naturel,12
jour,12
jouer,12
joué,12
images,12
image,12
groupes,12
groupe,12
front,12
feuilles,12
familles,12
famille,12
étude,12
étend,12
écoles,12
école,12
couleur,12
contrôle,12
composition,12
chambre,12
cercle,12
berlin,12
attaque,12
appel,12
affaire,12
volume,11
suite,11
section,11
secteur,11
régime,11
reçoit,11
réaction,11
rapide,11
quartiers,11
quartier,11
période,11
père,11
occupé,11
occupe,11
nombre,11
niveaux,11
niveau,11
milieu,11
mesure,11
longueur,11
histoire,11
gouverneur,11
fonction,11
finit,11
eau,11
diffusion,11
défense,11
découvre,11
cycle,11
croix,11
ciel,11
chemins,11
chemin,11
chant,11
caractère,11
bureau,11
bande,11
atteindre,11
appelle,11
antoine,11
andré,11
veut,10
terrain,10
stations,10
station,10
soleil,10
sièges,10
siège,10
savoir,10
sait,10
rôles,10
rôle,10
rester,10
restent,10
représentation,10
réponse,10
rang,10
prix,10
pouvoir,10
pouvant,10
pouvait,10
pourrait,10
pleine,10
petits,10
petites,10
petite,10
petit,10
perte,10
opposition,10
opérations,10
opération,10
numéro,10
nouvel,10
nouveaux,10
nouveau,10
noms,10
nom,10
noirs,10
noir,10
maître,10
livres,10
livre,10
large,10
juste,10
jeunes,10
jeune,10
iii,10
généraux,10
général,10
garde,10
fut,10
francs,10
former,10
forment,10
ferme,10
fer,10
face,10
états,10
état,10
essais,10
essai,10
enregistré,10
emploi,10
droits,10
droit,10
côtés,10
côté,10
connaître,10
connaît,10
condition,10
complète,10
circulation,10
chefs,10
chef,10
chapelle,10
branche,10
bleu,10
assurer,10
application,10
années,10
année,10
analyse,10
accord,10
accès,10
vierge,9
traverse,9
trains,9
train,9
symbole,9
signe,9
scènes,9
scène,9
salon,9
référence,9
réaliser,9
réalisée,9
réalisé,9
réalise,9
programmes,9
programme,9
produits,9
produit,9
pont,9
pilote,9
pierres,9
pierre,9
nature,9
naît,9
modernes,9
moderne,9
matière,9
mariage,9
limite,9
lecture,9
langues,9
langue,9
idée,9
hauteur,9
hautes,9
haut,9
génération,9
frères,9
frère,9
fin,9
expédition,9
établit,9
établissement,9
établir,9
époque,9
ensemble,9
édition,9
écrire,9
double,9
domaine,9
disque,9
dirigée,9
dirigé,9
dirige,9
direct,9
cour,9
construction,9
conduite,9
compte,9
communication,9
campagne,9
bout,9
bon,9
barrage,9
anglaise,9
vol,8
vivant,8
visite,8
vert,8
sélection,8
saisons,8
saison,8
sainte,8
saint,8
retraite,8
résistance,8
régions,8
région,8
reconnaissance,8
qualité,8
provence,8
protection,8
promotion,8
profondeur,8
produire,8
production,8
privée,8
privé,8
principe,8
plan,8
philosophie,8
personnel,8
pays,8
parler,8
parc,8
ouvrages,8
ouvrage,8
observations,8
naissance,8
moyen,8
massif,8
marché,8
maisons,8
maison,8
machine,8
lettre,8
langage,8
lance,8
jeunesse,8
intervention,8
historiques,8
historique,8
genre,8
fusion,8
fonds,8
filles,8
fille,8
extension,8
enregistrement,8
enfants,8
enfant,8
élevé,8
élément,8
échange,8
droite,8
dos,8
danse,8
dame,8
créer,8
créée,8
créé,8
crée,8
constitution,8
conservé,8
compagnie,8
communes,8
commun,8
combats,8
combat,8
collection,8
code,8
cartes,8
carte,8
canton,8
canal,8
bois,8
bas,8
axe,8
articles,8
article,8
arrêt,8
arbres,8
arbre,8
approche,8
appareil,8
anciens,8
anciennes,8
ancien,8
aller,8
aire,8
agent,8
âge,8
actions,8
action,8
accompagné,8
vrai,7
vitesse,7
usage,7
théâtre,7
textes,7
texte,7
surface,7
sources,7
source,7
sommet,7
sol,7
siècles,7
siècle,7
secret,7
rouge,7
riche,7
révolution,7
rencontres,7
rencontre,7
rejoint,7
rejoindre,7
reine,7
quitter,7
propres,7
propre,7
présents,7
présent,7
présence,7
pratique,7
poursuit,7
possède,7
populaire,7
phénomène,7
phase,7
peuple,7
performance,7
paru,7
parcours,7
paix,7
origine,7
missions,7
mission,7
mer,7
mémoire,7
membres,7
membre,7
matériel,7
mandat,7
lutte,7
loi,7
lien,7
libération,7
légende,7
justice,7
juge,7
intérêt,7
installer,7
installé,7
installe,7
inscription,7
information,7
individus,7
indépendance,7
honneur,7
frontière,7
extérieur,7
expérience,7
existence,7
évolue,7
éviter,7
étudier,7
étudie,7
étrangers,7
étrangères,7
étranger,7
étape,7
équipes,7
équipe,7
endroit,7
empire,7
émissions,7
émission,7
églises,7
église,7
écriture,7
durée,7
direction,7
diffusée,7
diffusé,7
départ,7
demande,7
découverte,7
décision,7
décidé,7
décide,7
crise,7
cours,7
courant,7
couple,7
correspond,7
contient,7
construite,7
construit,7
construire,7
consommation,7
comprend,7
comprenant,7
communautés,7
communauté,7
commission,7
commandement,7
collège,7
college,7
col,7
chose,7
château,7
chasse,7
cabinet,7
bord,7
biens,7
avance,7
autorité,7
auteurs,7
auteur,7
associations,7
association,7
animation,7
amour,7
alliance,7
accepte,7
villes,6
ville,6
tournée,6
thème,6
supérieure,6
supérieur,6
suisse,6
studio,6
standard,6
spécifique,6
soutien,6
sociétés,6
société,6
sociaux,6
sociales,6
sociale,6
social,6
situation,6
sites,6
site,6
seuls,6
seule,6
seul,6
semaines,6
semaine,6
secondes,6
second,6
royal,6
routes,6
route,6
roi,6
rive,6
retrouver,6
retrouve,6
résultat,6
restauration,6
relation,6
récit,6
recherches,6
recherche,6
réalisation,6
questions,6
question,6
publiques,6
publique,6
publics,6
public,6
provinces,6
province,6
problèmes,6
problème,6
primaire,6
physique,6
phare,6
personnes,6
personnages,6
personnage,6
peinture,6
parvient,6
partis,6
participer,6
participé,6
parti,6
paris,6
page,6
organisé,6
organise,6
officielle,6
officiel,6
office,6
occupation,6
nommé,6
nomme,6
musique,6
moyenne,6
mots,6
mot,6
morts,6
morte,6
mort,6
mode,6
ministère,6
marine,6
maria,6
loin,6
littérature,6
licence,6
journée,6
joue,6
industrie,6
indique,6
indépendant,6
impact,6
ici,6
gouvernement,6
gauche,6
format,6
fils,6
fête,6
femmes,6
femme,6
féminine,6
féminin,6
façade,6
exploitation,6
événement,6
étage,6
environnement,6
entier,6
enseigne,6
énergie,6
égypte,6
économie,6
donnée,6
distingue,6
distance,6
disposition,6
discours,6
difficile,6
détruit,6
dessin,6
culte,6
croissance,6
critiques,6
critique,6
création,6
courte,6
court,6
côte,6
constituent,6
constituée,6
constitué,6
constitue,6
considérée,6
considéré,6
considère,6
conseil,6
consacré,6
connaissance,6
conférence,6
concours,6
complexe,6
comédie,6
clubs,6
club,6
classée,6
classé,6
chevalier,6
chansons,6
chanson,6
capitaine,6
capacité,6
capable,6
buts,6
but,6
beaux,6
beau,6
bataille,6
auprès,6
artistes,6
artiste,6
art,6
argent,6
arc,6
adaptation,6
activités,6
activité,6
accueille,6
absence,6
zone,5
vue,5
voyage,5
vision,5
visant,5
vice,5
versions,5
version,5
vent,5
véhicules,5
vaste,5
université,5
univers,5
unique,5
union,5
total,5
théorie,5
the,5
termine,5
temple,5
techniques,5
technique,5
sud,5
succès,5
stade,5
sportive,5
somme,5
soldats,5
sens,5
sein,5
seigneur,5
sécurité,5
seconde,5
secondaires,5
secondaire,5
scénario,5
santé,5
salles,5
salle,5
rose,5
reste,5
responsable,5
religieux,5
réforme,5
rares,5
quantité,5
publication,5
projets,5
projet,5
proches,5
preuve,5
préfecture,5
précise,5
possible,5
possibilité,5
port,5
populations,5
population,5
polonaise,5
politique,5
poésie,5
patrimoine,5
participation,5
parallèle,5
orient,5
orbite,5
objectif,5
nuit,5
nord,5
nécessaire,5
montagnes,5
montagne,5
moment,5
mois,5
minutes,5
michel,5
médaille,5
marins,5
marin,5
mal,5
maintenant,5
liste,5
journal,5
interprète,5
intérieur,5
inspiré,5
identité,5
humaine,5
humain,5
grâce,5
films,5
film,5
explique,5
existe,5
exemple,5
évolution,5
estimé,5
ère,5
élus,5
élu,5
élèves,5
élève,5
eaux,5
don,5
district,5
difficultés,5
destiné,5
derniers,5
dernières,5
dernière,5
dernier,5
département,5
définition,5
culture,5
convention,5
contrat,5
contraire,5
contexte,5
conduit,5
conception,5
commerce,5
commencé,5
commence,5
commande,5
cinéma,5
cheval,5
chapitre,5
change,5
catégorie,5
cas,5
camp,5
besoin,5
banque,5
autonome,5
atelier,5
aspect,5
arrondissement,5
arrière,5
appartient,5
appartenant,5
apparaît,5
angle,5
alors,5
agit,5
affaires,5
administration,5
actuelle,5
actuel,5
accident,5
académie,5
yeux,4
volonté,4
voitures,4
voiture,4
villa,4
victimes,4
victime,4
véritable,4
vente,4
tribunal,4
travaux,4
traduction,4
tradition,4
tournoi,4
tourne,4
territoires,4
territoire,4
tennis,4
température,4
télévision,4
succession,4
sports,4
sport,4
sort,4
solution,4
solo,4
simplement,4
signé,4
seulement,4
sénat,4
science,4
rues,4
rue,4
risque,4
revue,4
révèle,4
réunion,4
résultats,4
ressources,4
résidence,4
représentants,4
représentant,4
renaissance,4
remplacer,4
remplacé,4
religion,4
relativement,4
régulièrement,4
règne,4
recensement,4
réalité,4
raisons,4
raison,4
race,4
publiés,4
publiée,4
publié,4
publie,4
propriétés,4
propriété,4
propose,4
professeur,4
procès,4
prison,4
printemps,4
principaux,4
principales,4
principale,4
principal,4
princesse,4
prince,4
pression,4
présidence,4
plantes,4
plante,4
peine,4
pêche,4
part,4
paroisse,4
ouest,4
originale,4
original,4
organisation,4
orchestre,4
occasion,4
obtient,4
obtenu,4
obtenir,4
nef,4
nationales,4
nationale,4
national,4
multiples,4
monuments,4
monument,4
monte,4
mise,4
mieux,4
meurt,4
méthode,4
manque,4
manche,4
majeur,4
locales,4
local,4
littéraire,4
ligue,4
légèrement,4
largement,4
label,4
joueurs,4
joueur,4
jaune,4
jardin,4
institut,4
initiative,4
inclinaison,4
importants,4
importantes,4
importante,4
important,4
habitants,4
grèce,4
glace,4
gestion,4
gaz,4
fortement,4
flotte,4
fleuve,4
fédération,4
fédéral,4
faveur,4
faite,4
fabrication,4
extrême,4
excentricité,4
eut,4
essentiel,4
espèce,4
épisodes,4
épisode,4
enquête,4
enfin,4
enceinte,4
empereur,4
électrique,4
éducation,4
édifice,4
duo,4
disponible,4
directement,4
différence,4
dieu,4
devait,4
destruction,4
dessinée,4
désigner,4
désigné,4
désigne,4
dépend,4
déjà,4
décret,4
découvert,4
déclaré,4
déclare,4
débute,4
correspondant,4
conflit,4
concerts,4
concert,4
composé,4
compose,4
compétitions,4
compétition,4
commandant,4
classement,4
cité,4
choix,4
choisi,4
changement,4
champions,4
champion,4
central,4
brigade,4
bretagne,4
blanche,4
bibliothèque,4
basse,4
baron,4
aurait,4
auraient,4
augmentation,4
armée,4
archives,4
architecture,4
apprend,4
annonce,4
agglomération,4
agence,4
acte,4
absolue,4
voyageurs,3
vite,3
vin,3
villages,3
village,3
vainqueur,3
unis,3
uni,3
turquie,3
trône,3
transport,3
tôt,3
tiers,3
thèse,3
tendance,3
superficie,3
succède,3
statut,3
spectacle,3
spécialiste,3
situé,3
situe,3
single,3
services,3
scientifiques,3
scientifique,3
sang,3
romans,3
roman,3
rivière,3
revanche,3
réussit,3
république,3
rendu,3
remporté,3
remporte,3
remonte,3
relations,3
regroupe,3
régionale,3
régional,3
régiment,3
raconte,3
protéger,3
propriétaire,3
professionnels,3
professionnel,3
processus,3
prêtre,3
président,3
prenant,3
précédente,3
précédent,3
portant,3
police,3
poète,3
peter,3
permettre,3
permettent,3
permettant,3
permet,3
peintre,3
partage,3
parlement,3
parallèlement,3
pape,3
palais,3
pacifique,3
organisée,3
oiseaux,3
offre,3
océan,3
occidentale,3
observatoire,3
numérique,3
musicale,3
musical,3
moyens,3
moteurs,3
moteur,3
moitié,3
millions,3
métro,3
mètres,3
mention,3
maximum,3
marseille,3
maritime,3
manuel,3
manière,3
maladie,3
majorité,3
mains,3
mai,3
lyon,3
lycée,3
localité,3
lettres,3
légion,3
latin,3
laisse,3
jules,3
juifs,3
jésus,3
jacques,3
issus,3
issue,3
issu,3
intitulé,3
instruments,3
ingénieur,3
influence,3
incendie,3
impériale,3
immédiatement,3
idées,3
hôtel,3
historien,3
héros,3
hall,3
guerres,3
guerre,3
généralement,3
gare,3
forces,3
fondateur,3
finale,3
fiction,3
festival,3
faculté,3
exception,3
européens,3
européennes,3
européen,3
études,3
estime,3
épouse,3
entreprises,3
entreprise,3
entraîneur,3
enseignement,3
enfance,3
endémique,3
emplacement,3
éléments,3
duc,3
doute,3
documents,3
docteur,3
diplôme,3
desservie,3
déroule,3
demeure,3
débuts,3
début,3
date,3
datant,3
culturel,3
coût,3
couleurs,3
consiste,3
congrès,3
comte,3
compositeur,3
commune,3
collaboration,3
cimetière,3
chinois,3
cérémonie,3
centrale,3
cause,3
carrière,3
budget,3
bourg,3
automobile,3
attention,3
associé,3
artillerie,3
arrêté,3
armes,3
apparition,3
animaux,3
animal,3
amis,3
ami,3
alliés,3
allemande,3
albums,3
album,3
aide,3
agricole,3
afrique,3
affirme,3
actes,3
abbé,3
abbaye,3
vote,2
voies,2
vis,2
victoires,2
victoire,2
van,2
val,2
vaisseau,2
utilisés,2
utiliser,2
utilisées,2
utilisée,2
utilisé,2
utilise,2
utilisant,2
usine,2
urbaine,2
universitaire,2
uniquement,2
troupes,2
transports,2
traduit,2
tourisme,2
titulaire,2
tenu,2
tentative,2
taux,2
tard,2
suivi,2
suivants,2
suivantes,2
suède,2
statue,2
star,2
souvent,2
soir,2
soient,2
serait,2
secrétaire,2
score,2
sciences,2
royaume,2
romains,2
romain,2
rock,2
religieuses,2
religieuse,2
records,2
record,2
reconnu,2
réalisateur,2
radio,2
quotidien,2
quitte,2
proximité,2
profit,2
producteur,2
prisonniers,2
prises,2
pourtant,2
portugal,2
pologne,2
plupart,2
planète,2
plaine,2
piano,2
permis,2
parents,2
originaire,2
opéra,2
oncle,2
olympiques,2
olympique,2
officiers,2
officier,2
nucléaire,2
nouvelles,2
notion,2
musiciens,2
music,2
musée,2
murs,2
municipalité,2
mont,2
mondiale,2
mondial,2
ministre,2
militaires,2
militaire,2
meilleurs,2
meilleure,2
meilleur,2
matin,2
matchs,2
match,2
mars,2
magnitude,2
magazine,2
louis,2
longue,2
limitée,2
lieux,2
lieutenant,2
lieu,2
lendemain,2
jours,2
jeux,2
jean,2
jamais,2
jack,2
internationales,2
internationale,2
international,2
intermédiaire,2
inscrit,2
importance,2
hôpital,2
hommage,2
hiver,2
hauts,2
futur,2
furent,2
françaises,2
français,2
formula,2
formes,2
forêts,2
forêt,2
fondation,2
fonctions,2
fois,2
finalement,2
faits,2
facilement,2
exemplaires,2
évêque,2
événements,2
essentiellement,2
espèces,2
envoyé,2
entièrement,2
ensuite,2
ennemi,2
engagé,2
engage,2
élections,2
élection,2
également,2
effets,2
écrivain,2
écrits,2
écrite,2
écrit,2
économiques,2
économique,2
dynastie,2
donne,2
domicile,2
dite,2
dit,2
directeur,2
diocèse,2
diamètre,2
devint,2
devient,2
deviennent,2
deviendra,2
devenue,2
devenu,2
devenir,2
développé,2
der,2
députés,2
député,2
défaite,2
décrit,2
courses,2
conserve,2
conséquence,2
conseiller,2
concept,2
complètement,2
commercial,2
climat,2
civile,2
civil,2
catholique,2
cathédrale,2
cardinal,2
caractéristiques,2
cap,2
candidats,2
candidat,2
bronze,2
besoins,2
belle,2
bâtiments,2
bâtiment,2
basée,2
basé,2
baie,2
avocat,2
avenue,2
automne,2
autant,2
australie,2
auguste,2
arts,2
artistique,2
arrivée,2
arrive,2
armées,2
architecte,2
amiral,2
américaine,2
altitude,2
air,2
ailleurs,2
aider,2
agriculture,2
aéroport,2
actuellement,2
actrice,2
acteurs,2
acteur,2
abrite,2
world,1
von,1
voïvodie,1
voire,1
vit,1
vincent,1
vidéo,1
vendu,1
vallée,1
utilisation,1
tué,1
traité,1
trafic,1
toutefois,1
toulouse,1
totalité,1
totalement,1
totale,1
top,1
tombe,1
tom,1
thomas,1
termes,1
tente,1
télévisée,1
tchèque,1
systèmes,1
super,1
suivante,1
soviétique,1
sorte,1
socialiste,1
smith,1
situés,1
située,1
signifie,1
serbe,1
septembre,1
semble,1
seine,1
scrutin,1
savoie,1
san,1
russie,1
russes,1
russe,1
rugby,1
royale,1
rome,1
romaine,1
roger,1
robert,1
rio,1
richard,1
rhône,1
retourne,1
respectivement,1
représenté,1
rené,1
régulière,1
règles,1
refuse,1
recueil,1
reçu,1
récemment,1
rapidement,1
pyrénées,1
puis,1
provenant,1
propos,1
promu,1
progressivement,1
professionnelle,1
probablement,1
pris,1
principalement,1
prévu,1
presque,1
présidentielle,1
pouvoirs,1
postes,1
portes,1
porter,1
portent,1
porté,1
polonais,1
politiques,1
points,1
plans,1
philippe,1
personnalités,1
périhélie,1
paul,1
passant,1
parties,1
participe,1
parle,1
parfois,1
ouvre,1
ouverte,1
ouvert,1
orléans,1
oppose,1
officiellement,1
octobre,1
novembre,1
nouvelle,1
notamment,1
nommée,1
noire,1
nicolas,1
new,1
néerlandais,1
née,1
navires,1
navire,1
nations,1
napoléon,1
municipal,1
montre,1
monastère,1
mis,1
mines,1
milan,1
méthodes,1
mesures,1
médias,1
médecine,1
médecin,1
mathématiques,1
martin,1
marie,1
mari,1
marcel,1
marc,1
majeure,1
maire,1
londres,1
lois,1
locaux,1
locale,1
live,1
lille,1
liés,1
législatives,1
lancé,1
lac,1
kilomètres,1
juin,1
juillet,1
juan,1
journaliste,1
joseph,1
josé,1
jeanne,1
jazz,1
japonaise,1
japonais,1
japon,1
janvier,1
italienne,1
italien,1
italie,1
irlande,1
intitulée,1
internet,1
internationaux,1
intègre,1
institutions,1
initialement,1
informations,1
infanterie,1
inde,1
impose,1
île,1
humains,1
hongrie,1
homonymie,1
hockey,1
heures,1
henry,1
henri,1
hameau,1
guy,1
guitare,1
guillaume,1
grec,1
georges,1
générale,1
gagne,1
france,1
forte,1
formé,1
footballeur,1
football,1
fonctionnement,1
fleurs,1
final,1
février,1
ferroviaire,1
faut,1
euros,1
étudiants,1
établi,1
espagnole,1
espagnol,1
espagne,1
effectue,1
éditions,1
écosse,1
écliptique,1
échec,1
données,1
donné,1
dollars,1
dispute,1
dispose,1
disparu,1
dirigeants,1
denis,1
démocratique,1
demi,1
del,1
définitivement,1
décès,1
décembre,1
décédé,1
cycliste,1
contrairement,1
continue,1
contenant,1
connus,1
connue,1
connu,1
conditions,1
condamné,1
conçu,1
concerne,1
comté,1
comporte,1
communiste,1
comité,1
colonel,1
claude,1
classes,1
classe,1
city,1
circonscription,1
christian,1
christ,1
chine,1
charles,1
chanteuse,1
chanteur,1
championnats,1
championnat,1
chacune,1
célèbre,1
caractérisée,1
capitale,1
canadien,1
canada,1
bus,1
bruxelles,1
britanniques,1
britannique,1
brésil,1
bourgogne,1
bordeaux,1
blessé,1
black,1
bernard,1
ben,1
belge,1
battu,1
bat,1
basket,1
baseball,1
ball,1
avril,1
avions,1
avion,1
autrefois,1
autour,1
autorités,1
auparavant,1
atteint,1
astéroïdes,1
astéroïde,1
assure,1
assemblée,1
argentine,1
archevêque,1
arabe,1
appellation,1
appelés,1
appelée,1
appelé,1
août,1
ans,1
annoncé,1
angleterre,1
anglais,1
and,1
amérique,1
américains,1
américain,1
alpes,1
allemands,1
allemand,1
allant,1
ait,1
affluent,1
administrative,1
adjoint,1
zones,0
valeurs,0
travers,0
repris,0
présente,0
pratiques,0
perdu,0
orientale,0
lors,0
îles,0
haute,0
française,0
for,0
fondée,0
fondé,0
fonde,0
européenne,0
établissements,0
éditeur,0
domaines,0
composée,0
chevaux,0
chargé,0
catherine,0
bonne,0
baptiste,0
atlantique,0
arthur,0
ancienne,0
